customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn,Churn_Probability,Churn_Prediction,churn_label,prediction_label,active_status
15604782,733,Germany,Female,33,7,187257.94,1,0,1,190430.81,0,0.12533638952486875,0,Stayed,Predicted to Stay,Active
15589643,684,Spain,Female,41,7,0.0,1,1,1,138394.37,0,0.42085586030634276,0,Stayed,Predicted to Stay,Active
15585533,679,France,Male,36,6,147733.64,1,0,1,172501.38,0,0.0914043323038936,0,Stayed,Predicted to Stay,Active
15681506,478,Spain,Male,43,1,0.0,2,1,1,197916.43,0,0.035062120182930374,0,Stayed,Predicted to Stay,Active
15630551,696,France,Male,33,2,163139.27,1,1,1,7035.36,0,0.05274539680027914,0,Stayed,Predicted to Stay,Active
15698349,686,Spain,Female,35,4,0.0,2,1,1,159676.55,0,0.058212908119093874,0,Stayed,Predicted to Stay,Active
15776631,466,France,Female,36,5,119540.15,1,0,1,80603.99,0,0.1374793835883392,0,Stayed,Predicted to Stay,Active
15762216,686,France,Female,41,4,129553.76,2,1,0,187599.8,0,0.05688604712888057,0,Stayed,Predicted to Stay,Inactive
15623927,576,France,Male,55,9,0.0,2,1,1,94450.97,0,0.10905326836790585,0,Stayed,Predicted to Stay,Active
15681402,763,Germany,Female,61,1,66101.89,1,1,1,143981.27,0,0.5224445640766641,1,Stayed,Predicted to Churn,Active
15586264,572,France,Male,43,2,140431.98,1,1,0,26450.57,1,0.8305124359056391,1,Exited,Predicted to Churn,Inactive
15594685,757,France,Female,49,2,0.0,2,0,0,164482.92,0,0.37934402813440604,0,Stayed,Predicted to Stay,Inactive
15812945,582,France,Female,29,0,0.0,1,1,1,84012.81,0,0.04327229649809503,0,Stayed,Predicted to Stay,Active
15734628,623,France,Female,35,5,0.0,2,1,0,101192.08,0,0.10110371266002051,0,Stayed,Predicted to Stay,Inactive
15629323,617,Germany,Female,37,4,116471.43,2,1,0,175324.74,1,0.7928728751398082,1,Exited,Predicted to Churn,Inactive
15666823,425,France,Male,39,4,0.0,2,1,0,197226.32,0,0.103960933357331,0,Stayed,Predicted to Stay,Inactive
15777553,659,France,Female,56,9,123785.24,1,1,0,99504.03,1,0.9635237876670125,1,Exited,Predicted to Churn,Inactive
15613097,605,France,Female,33,4,0.0,2,0,1,83700.66,0,0.05030530148086467,0,Stayed,Predicted to Stay,Active
15622217,538,France,Female,38,8,88758.95,2,0,0,28226.15,1,0.5472902178769881,1,Exited,Predicted to Churn,Inactive
15703588,665,Germany,Male,25,5,153611.83,2,1,0,35321.65,0,0.05379336392716965,0,Stayed,Predicted to Stay,Inactive
15570835,491,Germany,Female,57,4,112044.72,1,1,1,41229.73,1,0.9124717956848434,1,Exited,Predicted to Churn,Active
15679299,726,Spain,Female,27,7,123826.07,1,0,1,78970.58,0,0.05096835685265226,0,Stayed,Predicted to Stay,Active
15808044,580,France,Female,65,9,106804.26,3,1,0,107890.69,1,0.9995367133782385,1,Exited,Predicted to Churn,Inactive
15579208,550,France,Female,48,6,0.0,2,1,1,191870.28,0,0.18333376906382826,0,Stayed,Predicted to Stay,Active
15684951,542,France,Female,59,2,68892.77,2,1,0,7905.06,1,0.9449879558125382,1,Exited,Predicted to Churn,Inactive
15667620,732,France,Female,43,6,0.0,2,1,0,65731.53,0,0.17664382249717175,0,Stayed,Predicted to Stay,Inactive
15582960,473,France,Female,33,5,125827.43,1,0,1,145698.73,0,0.17281481148155356,0,Stayed,Predicted to Stay,Active
15590730,745,Spain,Male,34,9,0.0,2,1,0,50046.25,0,0.015674148621654872,0,Stayed,Predicted to Stay,Inactive
15763747,732,France,Male,36,7,0.0,2,1,1,60830.24,0,0.017242484516004568,0,Stayed,Predicted to Stay,Active
15778320,848,Germany,Female,40,5,148495.64,1,0,0,158853.98,0,0.5419025862052596,1,Stayed,Predicted to Churn,Inactive
15642787,572,France,Male,37,1,133043.66,1,0,0,111243.09,0,0.25803513126392225,0,Stayed,Predicted to Stay,Inactive
15624633,702,France,Male,45,9,74989.58,1,1,1,171014.69,0,0.16691388423628087,0,Stayed,Predicted to Stay,Active
15766765,664,Germany,Male,39,7,60263.23,1,1,0,170835.32,0,0.2609106201997408,0,Stayed,Predicted to Stay,Inactive
15783615,630,Germany,Male,50,3,129370.91,4,1,1,47775.34,1,0.9992708412537508,1,Exited,Predicted to Churn,Active
15640161,618,Germany,Male,44,5,157955.83,2,0,0,139297.71,0,0.18262149503945999,0,Stayed,Predicted to Stay,Inactive
15619889,556,France,Male,26,4,0.0,1,1,0,195167.38,0,0.10291554633271509,0,Stayed,Predicted to Stay,Inactive
15579166,619,France,Female,30,7,70729.17,1,1,1,160948.87,0,0.10441804444495453,0,Stayed,Predicted to Stay,Active
15789097,644,France,Male,48,8,0.0,2,0,1,44965.54,1,0.5826165821938395,1,Exited,Predicted to Churn,Active
15674880,658,Spain,Male,50,2,0.0,2,1,0,52137.73,0,0.23405564852652436,0,Stayed,Predicted to Stay,Inactive
15778157,598,Spain,Male,27,8,90721.52,2,1,0,109296.18,0,0.10689341593096698,0,Stayed,Predicted to Stay,Inactive
15779064,677,France,Male,27,2,0.0,2,1,1,20092.89,0,0.010092346826111962,0,Stayed,Predicted to Stay,Active
15801265,689,Spain,Female,45,0,57784.22,1,1,0,197804.0,1,0.9264063437630105,1,Exited,Predicted to Churn,Inactive
15589204,591,France,Male,33,9,131765.72,1,1,0,118782.06,0,0.10370729796691097,0,Stayed,Predicted to Stay,Inactive
15664543,699,France,Male,40,7,0.0,1,0,1,152876.13,1,0.692179485973221,1,Exited,Predicted to Churn,Active
15582714,749,Germany,Male,47,9,110022.74,1,0,1,135655.29,1,0.9281514098727423,1,Exited,Predicted to Churn,Active
15797595,709,France,Female,40,9,131569.63,1,1,1,103970.58,0,0.17165395201967615,0,Stayed,Predicted to Stay,Active
15614034,607,Germany,Male,61,2,164523.5,2,1,1,35786.76,0,0.037594586998117914,0,Stayed,Predicted to Stay,Active
15763171,650,Germany,Female,25,2,114330.95,1,1,1,25325.07,0,0.09571809431989121,0,Stayed,Predicted to Stay,Active
15647266,651,Spain,Female,45,10,135923.16,1,1,0,18732.84,0,0.34154634298754266,0,Stayed,Predicted to Stay,Inactive
15757577,676,France,Female,61,8,0.0,2,1,1,118522.73,0,0.047419552497491406,0,Stayed,Predicted to Stay,Active
15736656,723,France,Female,49,4,0.0,2,0,1,89972.25,0,0.270572471157629,0,Stayed,Predicted to Stay,Active
15635078,714,Spain,Male,45,0,124693.48,1,0,1,187194.15,0,0.2434760739533289,0,Stayed,Predicted to Stay,Active
15680141,759,Spain,Female,35,7,147936.42,1,1,1,106785.7,0,0.06032921721967025,0,Stayed,Predicted to Stay,Active
15576945,582,France,Male,29,0,0.0,1,1,0,142516.35,0,0.05461348995821314,0,Stayed,Predicted to Stay,Inactive
15602034,697,France,Female,34,2,126558.92,1,1,0,73334.43,0,0.12713574662416458,0,Stayed,Predicted to Stay,Inactive
15732020,610,Germany,Male,57,6,106938.11,2,0,1,186612.47,0,0.7158419842494729,1,Stayed,Predicted to Churn,Active
15611029,488,Germany,Female,33,4,140002.35,1,1,0,123613.81,0,0.2749618159474177,0,Stayed,Predicted to Stay,Inactive
15621210,599,Germany,Male,46,9,123444.72,1,1,1,31368.08,1,0.8533279941739167,1,Exited,Predicted to Churn,Active
15569222,781,France,Male,32,6,147107.91,1,1,1,40066.95,0,0.03961695906654158,0,Stayed,Predicted to Stay,Active
15664639,645,France,Male,19,9,128514.84,1,0,0,175969.19,0,0.0434430408020848,0,Stayed,Predicted to Stay,Inactive
15724223,545,France,Female,55,5,0.0,1,0,0,10034.77,1,0.9905600578643337,1,Exited,Predicted to Churn,Inactive
15644621,597,Germany,Female,40,9,106756.01,2,1,0,151167.94,0,0.3650303210493994,0,Stayed,Predicted to Stay,Inactive
15756056,561,Spain,Female,28,3,0.0,2,1,0,191387.76,0,0.02851892555748445,0,Stayed,Predicted to Stay,Inactive
15700353,662,France,Female,37,6,0.0,2,1,0,51229.17,0,0.1676112530901749,0,Stayed,Predicted to Stay,Inactive
15624388,649,Germany,Female,50,5,155393.32,1,1,1,87351.42,1,0.865708905839832,1,Exited,Predicted to Churn,Active
15627212,630,France,Female,36,2,110414.48,1,1,1,48984.95,0,0.18697771565492843,0,Stayed,Predicted to Stay,Active
15648005,672,Spain,Male,33,2,0.0,2,1,1,182738.0,0,0.01065625470745489,0,Stayed,Predicted to Stay,Active
15681446,636,Germany,Female,37,9,157098.52,1,1,1,153535.27,0,0.3658608173251316,0,Stayed,Predicted to Stay,Active
15775888,593,Germany,Female,38,5,85626.6,1,1,1,125079.65,0,0.17645246494470346,0,Stayed,Predicted to Stay,Active
15749019,545,Germany,Male,45,6,93796.42,2,1,1,162321.26,0,0.237069896613532,0,Stayed,Predicted to Stay,Active
15709928,567,Spain,Female,41,1,0.0,2,1,0,3414.72,0,0.09621877112434607,0,Stayed,Predicted to Stay,Inactive
15784676,583,France,Male,51,6,125268.03,2,1,0,165082.25,0,0.6671537105738226,1,Stayed,Predicted to Churn,Inactive
15748116,681,France,Female,29,2,148143.84,1,1,1,52021.39,0,0.31741760689846643,0,Stayed,Predicted to Stay,Active
15612193,762,Spain,Male,29,10,115545.33,2,1,0,148256.43,0,0.020989267128789693,0,Stayed,Predicted to Stay,Inactive
15762984,648,Spain,Male,35,7,0.0,2,0,0,122899.01,0,0.018133858417531058,0,Stayed,Predicted to Stay,Inactive
15613713,644,France,Male,30,5,44928.88,1,1,1,10771.46,0,0.030331634027959346,0,Stayed,Predicted to Stay,Active
15664204,706,Spain,Male,29,2,0.0,2,1,1,18255.51,0,0.028624626024068144,0,Stayed,Predicted to Stay,Active
15639415,850,France,Male,35,3,162442.35,1,1,0,183566.78,0,0.03196748210821853,0,Stayed,Predicted to Stay,Inactive
15806332,484,Spain,Female,39,5,0.0,2,1,1,175224.12,0,0.09070417209665606,0,Stayed,Predicted to Stay,Active
15614929,508,Germany,Male,28,0,96213.82,2,1,0,147913.56,0,0.059612191756005926,0,Stayed,Predicted to Stay,Inactive
15695492,439,France,Female,29,6,156569.43,1,1,0,180598.66,0,0.21167445674994306,0,Stayed,Predicted to Stay,Inactive
15635972,484,Spain,Male,36,8,0.0,2,1,0,186136.48,0,0.015797341854985953,0,Stayed,Predicted to Stay,Inactive
15616380,803,Spain,Female,37,1,0.0,2,0,0,7455.2,0,0.03021710770868633,0,Stayed,Predicted to Stay,Inactive
15581440,724,Germany,Female,48,6,110463.25,2,1,1,80552.11,1,0.8282565684613693,1,Exited,Predicted to Churn,Active
15654390,640,France,Male,33,7,154575.76,1,1,0,25722.28,1,0.46367985717265253,0,Exited,Predicted to Stay,Inactive
15660688,701,Spain,Female,35,9,0.0,2,0,0,170996.86,0,0.09763611289098793,0,Stayed,Predicted to Stay,Inactive
15806307,537,France,Male,37,3,0.0,2,1,1,20603.32,0,0.03696511089451509,0,Stayed,Predicted to Stay,Active
15647975,651,Germany,Male,26,5,147037.32,1,0,0,141763.26,0,0.11140535176212356,0,Stayed,Predicted to Stay,Inactive
15595728,523,Germany,Male,41,0,119276.31,1,0,0,122284.38,1,0.8798987396164868,1,Exited,Predicted to Churn,Inactive
15735388,717,France,Female,25,7,108664.85,2,1,0,190011.85,0,0.01576141623262545,0,Stayed,Predicted to Stay,Inactive
15788535,593,Spain,Male,44,5,0.0,1,1,0,128046.98,0,0.6435079360003366,1,Stayed,Predicted to Churn,Inactive
15765902,706,Germany,Male,38,5,163034.82,2,1,1,135662.17,0,0.0377806593385523,0,Stayed,Predicted to Stay,Active
15642345,714,Germany,Female,49,4,93059.34,1,1,0,7571.51,1,0.9590335693281339,1,Exited,Predicted to Churn,Inactive
15641250,794,Spain,Male,38,9,179581.31,1,1,0,23596.24,0,0.7092525486774958,1,Stayed,Predicted to Churn,Inactive
15706163,518,Germany,Male,46,4,113625.93,1,0,0,92727.42,1,0.9374007627256581,1,Exited,Predicted to Churn,Inactive
15746708,589,Germany,Male,55,7,119961.48,1,1,0,65156.83,1,0.9894773247310796,1,Exited,Predicted to Churn,Inactive
15775203,824,France,Male,45,3,129209.48,1,0,0,60151.77,0,0.2635846689770393,0,Stayed,Predicted to Stay,Inactive
15787907,719,Germany,Female,42,5,137227.04,3,1,0,149097.38,1,0.9970560206063185,1,Exited,Predicted to Churn,Inactive
15646764,617,Germany,Female,58,3,119024.75,2,1,0,35199.24,1,0.958412166091819,1,Exited,Predicted to Churn,Inactive
15678284,651,France,Male,35,7,74623.5,3,1,0,129451.29,1,0.9406003557540806,1,Exited,Predicted to Churn,Inactive
15726791,637,Spain,Female,45,2,157929.45,1,1,1,145134.49,1,0.7883959367970984,1,Exited,Predicted to Churn,Active
15813144,554,France,Female,26,7,92606.86,2,1,0,192709.69,0,0.01206704384847247,0,Stayed,Predicted to Stay,Inactive
15669342,731,Germany,Male,35,2,127862.93,2,1,0,139083.7,0,0.09651770441115781,0,Stayed,Predicted to Stay,Inactive
15710366,569,Spain,Female,42,1,0.0,1,1,1,83629.6,1,0.2200941099067728,0,Exited,Predicted to Stay,Active
15614934,625,Germany,Female,37,4,142711.81,1,1,0,35625.41,0,0.4915863424017481,0,Stayed,Predicted to Stay,Inactive
15588701,592,France,Female,38,4,0.0,2,1,0,35338.96,0,0.09388115192952534,0,Stayed,Predicted to Stay,Inactive
15665438,669,France,Male,43,1,163159.85,1,0,1,15602.8,0,0.3423351525651287,0,Stayed,Predicted to Stay,Active
15644896,663,Germany,Male,32,3,108586.86,1,1,1,182355.21,0,0.43063439275696985,0,Stayed,Predicted to Stay,Active
15670205,518,Germany,Female,41,5,110624.99,1,1,0,89327.67,0,0.5716645744761258,1,Stayed,Predicted to Churn,Inactive
15635776,686,Germany,Female,43,5,154846.24,2,1,1,151903.6,0,0.4217961038940968,0,Stayed,Predicted to Stay,Active
15791053,709,Germany,Male,45,4,122917.71,1,1,1,11.58,1,0.9021347776630575,1,Exited,Predicted to Churn,Active
15644005,571,France,Female,33,9,0.0,2,0,1,77519.62,0,0.004408030272492686,0,Stayed,Predicted to Stay,Active
15796343,707,France,Female,31,2,82787.93,2,0,0,91423.69,0,0.5469470647247111,1,Stayed,Predicted to Churn,Inactive
15751057,701,Germany,Male,32,5,102500.34,1,0,0,106287.77,0,0.2832245629854065,0,Stayed,Predicted to Stay,Inactive
15623430,672,France,Male,34,9,0.0,2,1,0,161800.77,0,0.005932092666781359,0,Stayed,Predicted to Stay,Inactive
15682600,620,Germany,Male,39,9,159492.79,1,1,0,80582.34,1,0.648629043379383,1,Exited,Predicted to Churn,Inactive
15769312,557,Spain,Male,48,10,0.0,2,1,1,185094.48,0,0.03969953356481412,0,Stayed,Predicted to Stay,Active
15708212,648,Spain,Female,54,7,118241.02,1,1,0,172586.89,1,0.972446891117382,1,Exited,Predicted to Churn,Inactive
15650258,479,France,Female,35,2,113090.4,1,1,0,195649.79,0,0.18277539244802002,0,Stayed,Predicted to Stay,Inactive
15604345,730,France,Female,22,9,65763.57,1,1,1,145792.01,0,0.12525459154213253,0,Stayed,Predicted to Stay,Active
15578297,737,Germany,Female,43,1,125537.38,1,1,0,138510.01,1,0.8503311443509609,1,Exited,Predicted to Churn,Inactive
15671789,616,France,Male,31,3,94263.91,2,1,0,168895.06,0,0.06079671512777409,0,Stayed,Predicted to Stay,Inactive
15726186,639,Spain,Male,29,4,133434.57,2,1,0,97983.44,0,0.10040833189951458,0,Stayed,Predicted to Stay,Inactive
15764618,815,Spain,Female,39,6,0.0,1,1,1,85167.88,0,0.09881258940873226,0,Stayed,Predicted to Stay,Active
15730738,786,Spain,Male,31,9,0.0,2,1,1,18210.36,0,0.013679034735089232,0,Stayed,Predicted to Stay,Active
15637650,549,France,Male,50,9,94748.76,2,0,1,13608.18,0,0.2851288029358441,0,Stayed,Predicted to Stay,Active
15606267,622,France,Female,38,4,98640.74,1,1,1,110457.99,0,0.20944339267922168,0,Stayed,Predicted to Stay,Active
15625904,624,France,Male,26,9,74681.9,2,0,0,31231.35,0,0.005086932009746711,0,Stayed,Predicted to Stay,Inactive
15654463,841,France,Male,34,4,0.0,2,1,0,141582.66,0,0.0024031250462985525,0,Stayed,Predicted to Stay,Inactive
15774151,614,Spain,Female,41,7,179915.85,1,0,0,14666.35,1,0.7541808749802736,1,Exited,Predicted to Churn,Inactive
15693259,676,France,Male,30,1,128207.23,1,1,1,55400.17,0,0.12467183353724715,0,Stayed,Predicted to Stay,Active
15642468,697,France,Male,42,9,132739.26,2,0,0,174667.65,0,0.1350637799902022,0,Stayed,Predicted to Stay,Inactive
15758531,732,France,Female,40,10,0.0,2,1,0,154189.08,0,0.3876365727019613,0,Stayed,Predicted to Stay,Inactive
15728352,623,France,Male,27,4,120509.81,1,0,0,142170.44,0,0.050729704951714354,0,Stayed,Predicted to Stay,Inactive
15637240,541,France,Male,46,4,124547.13,2,1,0,94499.06,0,0.4350192627238566,0,Stayed,Predicted to Stay,Inactive
15595588,773,Spain,Female,39,4,0.0,2,0,1,182081.45,0,0.05118901592145244,0,Stayed,Predicted to Stay,Active
15778395,762,Germany,Male,34,4,88815.56,2,1,0,68562.26,1,0.5730879572277642,1,Exited,Predicted to Churn,Inactive
15711825,655,Spain,Female,35,1,82231.51,2,1,0,88798.02,0,0.20623077629870734,0,Stayed,Predicted to Stay,Inactive
15599251,602,Germany,Male,32,7,184715.86,2,1,0,113781.99,0,0.06099217679337635,0,Stayed,Predicted to Stay,Inactive
15570004,850,France,Male,31,3,0.0,2,1,0,121866.87,0,0.011433612467004483,0,Stayed,Predicted to Stay,Inactive
15656912,649,Spain,Male,51,4,0.0,1,1,1,150390.57,0,0.5470802855085416,1,Stayed,Predicted to Churn,Active
15657342,850,Germany,Male,28,4,147972.19,1,1,0,60708.72,1,0.7693691369429049,1,Exited,Predicted to Churn,Inactive
15716284,543,France,Male,43,9,0.0,2,1,1,78858.07,0,0.015513035362577478,0,Stayed,Predicted to Stay,Active
15672374,672,France,Male,52,8,170008.84,1,0,0,56407.42,1,0.8999287868716989,1,Exited,Predicted to Churn,Inactive
15732476,600,France,Female,27,3,0.0,2,0,1,125698.97,0,0.02799724115237091,0,Stayed,Predicted to Stay,Active
15747724,671,Spain,Female,34,10,0.0,1,1,0,23235.38,0,0.28414726151910397,0,Stayed,Predicted to Stay,Inactive
15633877,706,Spain,Female,42,8,95386.82,1,1,1,75732.25,0,0.12452074846943026,0,Stayed,Predicted to Stay,Active
15672516,541,Germany,Male,51,7,90373.28,2,1,0,179861.79,0,0.6085875010281087,1,Stayed,Predicted to Churn,Inactive
15607827,711,Germany,Male,34,4,133467.77,2,1,1,42976.64,0,0.10802546091092594,0,Stayed,Predicted to Stay,Active
15751336,630,Spain,Male,30,3,0.0,2,0,1,10486.69,0,0.011248020686437554,0,Stayed,Predicted to Stay,Active
15646539,531,France,Male,31,3,96288.26,1,1,0,56794.73,0,0.11033180757683546,0,Stayed,Predicted to Stay,Inactive
15756901,641,France,Female,26,4,91547.84,2,0,1,28157.34,0,0.019695815690318967,0,Stayed,Predicted to Stay,Active
15809286,631,Germany,Male,37,8,138292.64,2,0,0,152422.91,1,0.6533947111638578,1,Exited,Predicted to Churn,Inactive
15759021,685,France,Male,35,9,0.0,1,1,0,167033.83,0,0.12452276353839166,0,Stayed,Predicted to Stay,Inactive
15725039,702,Spain,Male,32,8,71667.74,1,1,1,126082.18,0,0.2845660759119697,0,Stayed,Predicted to Stay,Active
15579130,708,Germany,Female,43,0,118994.84,1,1,0,181499.77,1,0.8993954042200032,1,Exited,Predicted to Churn,Inactive
15754112,653,Spain,Male,55,7,0.0,2,1,1,41967.03,0,0.06250726363644178,0,Stayed,Predicted to Stay,Active
15735522,654,Germany,Male,37,2,145610.07,2,0,0,186300.59,0,0.20457088028437387,0,Stayed,Predicted to Stay,Inactive
15613326,596,France,Female,33,1,138162.81,1,1,0,85412.54,0,0.07089987430217047,0,Stayed,Predicted to Stay,Inactive
15739502,549,Germany,Female,31,9,135020.21,2,1,1,23343.18,0,0.05692698684259543,0,Stayed,Predicted to Stay,Active
15670914,754,France,Male,38,2,0.0,2,1,0,180698.32,0,0.04468946410088068,0,Stayed,Predicted to Stay,Inactive
15604073,815,Germany,Female,25,8,135161.67,1,1,1,136071.05,0,0.10505886088975265,0,Stayed,Predicted to Stay,Active
15806027,556,France,Female,52,9,0.0,1,1,0,175149.2,1,0.9613188013409806,1,Exited,Predicted to Churn,Inactive
15574886,706,France,Male,32,6,94486.47,1,1,1,146949.74,0,0.04437425192500922,0,Stayed,Predicted to Stay,Active
15707120,850,France,Male,46,9,117640.39,1,1,0,88920.68,0,0.411178502081794,0,Stayed,Predicted to Stay,Inactive
15800845,732,Spain,Female,33,8,111379.55,1,1,1,45098.62,0,0.06419006209560091,0,Stayed,Predicted to Stay,Active
15603914,614,France,Male,40,6,0.0,1,1,1,20339.79,1,0.7148076715892806,1,Exited,Predicted to Churn,Active
15722765,580,Spain,Female,57,0,136820.99,1,0,1,108528.74,0,0.4977381364527042,0,Stayed,Predicted to Stay,Active
15783305,593,France,Female,46,7,98752.51,1,1,0,145560.38,0,0.5489877822165419,1,Stayed,Predicted to Churn,Inactive
15574842,653,Germany,Female,25,2,158266.42,3,1,1,199357.24,0,0.13368887856153489,0,Stayed,Predicted to Stay,Active
15607837,746,France,Female,29,4,105599.67,1,1,1,43106.17,0,0.11821195678765249,0,Stayed,Predicted to Stay,Active
15714877,662,France,Female,29,10,0.0,2,1,0,137508.31,0,0.07040544867657084,0,Stayed,Predicted to Stay,Inactive
15782941,573,France,Male,31,2,0.0,2,1,1,91957.39,0,0.01934841086235703,0,Stayed,Predicted to Stay,Active
15630167,684,Spain,Female,39,4,139723.9,1,1,1,120612.11,0,0.06475867147867127,0,Stayed,Predicted to Stay,Active
15759038,793,France,Female,41,3,141806.46,1,1,0,102921.17,0,0.08417666514562909,0,Stayed,Predicted to Stay,Inactive
15661821,798,Germany,Female,49,5,132571.67,1,1,1,31686.33,1,0.8552450305400989,1,Exited,Predicted to Churn,Active
15728006,524,France,Male,40,2,180516.9,1,1,0,180002.42,0,0.7948812075522952,1,Stayed,Predicted to Churn,Inactive
15712176,816,France,Male,31,8,0.0,2,1,1,28407.4,0,0.009316506551922165,0,Stayed,Predicted to Stay,Active
15689351,742,Germany,Female,41,4,92805.72,1,0,1,73743.95,1,0.8088441234142704,1,Exited,Predicted to Churn,Active
15782247,540,France,Male,22,4,0.0,3,1,1,186233.26,1,0.9422713811297778,1,Exited,Predicted to Churn,Active
15769064,537,Germany,Male,39,3,135309.36,1,1,0,31728.86,1,0.6823322237185256,1,Exited,Predicted to Churn,Inactive
15718153,759,Spain,Female,74,6,128917.84,1,1,1,48244.64,0,0.003031022204009594,0,Stayed,Predicted to Stay,Active
15613189,774,France,Female,52,2,56580.93,1,1,0,113266.28,1,0.9522703758580917,1,Exited,Predicted to Churn,Inactive
15661734,608,Germany,Male,42,8,131390.75,2,1,0,71178.09,0,0.10851404042758872,0,Stayed,Predicted to Stay,Inactive
15592645,704,Spain,Male,37,4,0.0,2,0,0,25684.93,0,0.027100795705790603,0,Stayed,Predicted to Stay,Inactive
15768387,581,France,Male,41,8,0.0,2,0,0,29737.14,0,0.016216465359554337,0,Stayed,Predicted to Stay,Inactive
15792525,628,Germany,Female,61,1,97361.66,1,1,1,149922.38,1,0.9122852443604411,1,Exited,Predicted to Churn,Active
15586976,566,France,Female,42,6,0.0,1,1,0,180702.12,1,0.7756459544025871,1,Exited,Predicted to Churn,Inactive
15790659,701,Spain,Male,59,7,0.0,2,0,1,27597.59,0,0.019956235059379948,0,Stayed,Predicted to Stay,Active
15691446,735,Spain,Male,29,10,0.0,2,1,1,95025.27,0,0.004451104227891303,0,Stayed,Predicted to Stay,Active
15772632,680,France,Female,34,1,0.0,2,1,0,167035.07,0,0.025229381213781293,0,Stayed,Predicted to Stay,Inactive
15706587,560,France,Male,57,0,0.0,2,0,1,116781.71,0,0.0869110064986063,0,Stayed,Predicted to Stay,Active
15572461,663,Germany,Female,29,4,102714.65,2,0,0,21170.81,0,0.07436736759828459,0,Stayed,Predicted to Stay,Inactive
15654409,665,France,Female,34,5,67816.72,1,1,1,29641.58,0,0.18964801602321554,0,Stayed,Predicted to Stay,Active
15568025,758,France,Male,51,8,81710.46,1,1,1,116520.07,0,0.3293852050073797,0,Stayed,Predicted to Stay,Active
15715769,621,France,Male,26,2,75237.54,1,0,1,44220.4,0,0.030631159072365594,0,Stayed,Predicted to Stay,Active
15667458,764,Germany,Male,28,10,124023.18,1,1,0,166188.28,0,0.244200919787616,0,Stayed,Predicted to Stay,Inactive
15567980,537,Germany,Female,46,5,100727.5,1,0,1,140857.76,1,0.8720826382642916,1,Exited,Predicted to Churn,Active
15679294,589,France,Female,46,10,107238.85,2,1,0,37024.28,0,0.22085591321496265,0,Stayed,Predicted to Stay,Inactive
15606507,555,France,Male,24,5,0.0,2,1,0,27513.47,0,0.011611292738099844,0,Stayed,Predicted to Stay,Inactive
15578825,734,France,Female,29,0,139994.66,1,1,0,17744.72,0,0.06996498861274231,0,Stayed,Predicted to Stay,Inactive
15619935,783,Spain,Female,59,9,126224.87,1,1,1,4423.63,0,0.4667667294904503,0,Stayed,Predicted to Stay,Active
15636089,678,Germany,Female,51,1,145751.03,1,0,0,109718.44,1,0.9562609861654559,1,Exited,Predicted to Churn,Inactive
15727490,661,France,Male,47,5,0.0,1,0,1,107243.31,1,0.8805550239603972,1,Exited,Predicted to Churn,Active
15591766,607,Spain,Female,25,4,121166.89,1,0,1,115288.24,0,0.06573825908927632,0,Stayed,Predicted to Stay,Active
15641629,537,Spain,Female,38,1,0.0,2,0,1,41233.97,0,0.0802447517085929,0,Stayed,Predicted to Stay,Active
15813303,513,Spain,Male,88,10,0.0,2,1,1,52952.24,0,0.006972160755788155,0,Stayed,Predicted to Stay,Active
15756920,576,France,Male,63,9,70655.48,1,0,0,78955.8,1,0.9899849403341948,1,Exited,Predicted to Churn,Inactive
15726403,660,Germany,Male,41,1,129901.21,1,1,0,26025.6,1,0.8319939453819027,1,Exited,Predicted to Churn,Inactive
15592765,637,France,Male,40,8,125470.81,1,1,1,174536.17,0,0.23997830500680542,0,Stayed,Predicted to Stay,Active
15704442,672,France,Female,53,9,169406.33,4,1,1,147311.47,1,0.9990153674208873,1,Exited,Predicted to Churn,Active
15641136,629,France,Male,32,2,0.0,2,0,1,77965.44,0,0.01846379197296046,0,Stayed,Predicted to Stay,Active
15725818,583,Germany,Male,40,4,107041.3,1,1,1,5635.63,0,0.3893537006350742,0,Stayed,Predicted to Stay,Active
15612071,763,Spain,Female,32,10,95153.77,1,0,1,81310.1,0,0.022283074519288418,0,Stayed,Predicted to Stay,Active
15719809,516,Germany,Male,32,3,145166.09,2,0,0,111421.45,0,0.09617900708519346,0,Stayed,Predicted to Stay,Inactive
15716518,617,France,Female,27,4,0.0,2,0,0,190269.21,0,0.057276024559370455,0,Stayed,Predicted to Stay,Inactive
15742210,700,France,Male,38,9,65962.63,1,1,1,100950.48,0,0.16103793661157442,0,Stayed,Predicted to Stay,Active
15630617,727,Germany,Male,36,6,140418.81,1,1,1,113033.73,1,0.6585644283681681,1,Exited,Predicted to Churn,Active
15720838,689,Spain,Female,31,3,139799.63,1,0,1,120663.57,0,0.15145836845190938,0,Stayed,Predicted to Stay,Active
15595537,626,Germany,Male,49,9,171787.84,2,1,0,187192.23,0,0.20026468537546627,0,Stayed,Predicted to Stay,Inactive
15623196,686,France,Male,38,6,149238.97,1,1,1,97825.23,0,0.15513241197861305,0,Stayed,Predicted to Stay,Active
15679249,351,Germany,Female,57,4,163146.46,1,1,0,169621.69,1,0.9913438309988933,1,Exited,Predicted to Churn,Inactive
